도서관명,구분,시군구,개관년도,주소,상세주소,위도,경도,전화번호,홈페이지,개관시간,휴관일,국내서_총류,국내서_철학,국내서_종교,국내서_사회과학,국내서_순수과학,국내서_기술과학,국내서_예술,국내서_언어,국내서_문학,국내서_역사,국내서_합계,국외서_총류,국외서_철학,국외서_종교,국외서_사회과학,국외서_순수과학,국외서_기술과학,국외서_예술,국외서_언어,국외서_문학,국외서_역사,국외서_합계,연간증가자료수_도서자료_구입,연간증가자료수_도서자료_기증,연간증가자료수_전자자료_구입,연간증가자료수_전자자료_기증,면적_도서관 서비스 제공 면적,좌석수_총 좌석수,좌석수_어린이 열람석,좌석수_노인 및 장애인 열람석,설비_이용자용컴퓨터수,연령별 회원등록자 수_어린이,연령별 회원등록자 수_청소년,연령별 회원등록자 수_성인,가족단위회원등록자수,이용자수_도서관방문자수,인쇄자료_대출_어린이,인쇄자료_대출_청소년,인쇄자료_대출_성인,인쇄자료_대출_합계,전자자료_이용_어린이,전자자료_이용_청소년,전자자료_이용_성인,전자자료_이용_합계,인쇄자료_어린이_총류,인쇄자료_어린이_철학,인쇄자료_어린이_종교,인쇄자료_어린이_사회과학,인쇄자료_어린이_순수과학,인쇄자료_어린이_기술과학,인쇄자료_어린이_예술,인쇄자료_어린이_언어,인쇄자료_어린이_문학,인쇄자료_어린이_역사,인쇄자료_어린이_합계,인쇄자료_청소년_총류,인쇄자료_청소년_철학,인쇄자료_청소년_종교,인쇄자료_청소년_사회과학,인쇄자료_청소년_순수과학,인쇄자료_청소년_기술과학,인쇄자료_청소년_예술,인쇄자료_청소년_언어,인쇄자료_청소년_문학,인쇄자료_청소년_역사,인쇄자료_청소년_합계,인쇄자료_성인_총류,인쇄자료_성인_철학,인쇄자료_성인_종교,인쇄자료_성인_사회과학,인쇄자료_성인_순수과학,인쇄자료_성인_기술과학,인쇄자료_성인_예술,인쇄자료_성인_언어,인쇄자료_성인_문학,인쇄자료_성인_역사,인쇄자료_성인_합계,전자자료_어린이_총류,전자자료_어린이_철학,전자자료_어린이_종교,전자자료_어린이_사회과학,전자자료_어린이_순수과학,전자자료_어린이_기술과학,전자자료_어린이_예술,전자자료_어린이_언어,전자자료_어린이_문학,전자자료_어린이_역사,전자자료_어린이_합계,전자자료_청소년_총류,전자자료_청소년_철학,전자자료_청소년_종교,전자자료_청소년_사회과학,전자자료_청소년_순수과학,전자자료_청소년_기술과학,전자자료_청소년_예술,전자자료_청소년_언어,전자자료_청소년_문학,전자자료_청소년_역사,전자자료_청소년_합계,전자자료_성인_총류,전자자료_성인_철학,전자자료_성인_종교,전자자료_성인_사회과학,전자자료_성인_순수과학,전자자료_성인_기술과학,전자자료_성인_예술,전자자료_성인_언어,전자자료_성인_문학,전자자료_성인_역사,전자자료_성인_합계,어린이실,어린이 서비스 이용수,어린이 자료(인쇄)수,어린이 연간 증가 자료(인쇄)수,전자저널,전자도서,오디오북,웹데이터베이스,전자_기타,전자자료_합계,인쇄자료_합계,총류,철학,종교,사회과학,순수과학,기술과학,예술,언어,문학,역사
성동구립도서관,공공(일반),성동구,1999-01-01,서울특별시 성동구 고산자로10길 9 (행당동),성동구립도서관,37.55918517,127.0349643,02-2204-6420,https://www.sdlib.or.kr,07:00-23:00,매주 월요일 및 국가공휴일,9093,12056,6713,35645,14124,16235,8627,10545,82368,17637,213043,359,181,1857,370,1132,4,410,5543,8185,702,18743,10729,533,565,0,3515.8,548,116.0,16,38,2308,4312,89154,-1.0,1017874,1899,1061,16184,19144,0,0,1440,1440,1760,1191,2512,4638,6961,1965,1466,5899,35951,5569,67912,331,388,209,1215,1246,540,432,563,5756,731,11411,8697,12251,7417,35809,19582,14245,8382,15099,126134,18664,266280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,808,28,1825,173,285,70,231,3702,160,7415,유,80169.0,72642.0,3454.0,0,70724,344,0,0,71068,231786,9452,12237,8570,36015,15256,16239,9037,16088,90553,18339
성동구립매봉산숲속도서관,공공(일반),성동구,2020-01-01,서울특별시 성동구 매봉길 49-29 (옥수동),성동구립숲속도서관,37.545907,127.0108117,02-2204-6485,https://www.sdlib.or.kr/fore/main.do,09:00~20:00,"매주 월요일,공휴일",430,559,161,1451,1037,952,315,374,4916,690,10885,0,0,0,0,0,0,0,0,0,0,0,1556,50,565,0,245.43,80,30.0,0,2,164,50,2025,-1.0,43375,406,57,3007,3470,0,0,1438,1438,113,119,113,318,475,205,63,118,2237,390,4151,5,4,2,19,19,8,4,5,80,12,158,753,1147,809,2452,2664,1731,473,749,13445,2289,26512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,808,27,1824,172,284,69,230,3701,159,7406,유,23584.0,6855.0,466.0,0,70724,344,0,0,71068,10885,430,559,161,1451,1037,952,315,374,4916,690
성동구립무지개도서관,공공(일반),성동구,2008-01-01,서울특별시 성동구 고산자로 270 (행당동),성동구청 3층,37.56342271,127.0369648,02-2286-6025,https://www.sdlib.or.kr/RB,09:00~21:00,법정공휴일,1421,1682,517,5388,2469,2518,2397,1132,16919,2885,37328,0,0,0,3,7,0,1,16,435,12,474,1891,242,565,0,447.0,100,30.0,0,6,517,933,13440,-1.0,205727,691,214,5642,6547,0,0,1438,1438,186,193,194,620,773,389,96,156,5423,829,8859,24,36,11,122,58,54,26,6,490,53,880,1350,2686,757,5926,2830,2928,1094,962,26284,3521,48338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,808,27,1824,172,284,69,230,3701,159,7406,유,56888.0,17409.0,859.0,0,70724,344,0,0,71068,37802,1421,1682,517,5391,2476,2518,2398,1148,17354,2897
성동구립성수도서관,공공(일반),성동구,2012-01-01,서울특별시 성동구 뚝섬로1길 43 (성수동1가),성수문화복지회관 7층 성동구립성수도서관,37.54542874,127.0469481,02-2204-7590,https://www.sdlib.or.kr/ss/,평일: 08:00~22:00   주말:09:00~20:00,"매주 월요일 , 법정 공휴일",2772,3219,1041,9574,3665,3710,1799,1158,20409,3965,51312,35,43,13,258,182,135,37,1226,3014,128,5071,2747,371,565,0,859.32,217,91.0,7,12,723,1737,27354,-1.0,225328,678,281,6974,7933,0,0,1438,1438,500,328,292,1283,1523,712,227,764,9879,1325,16833,72,86,15,306,242,128,52,128,1221,258,2508,3005,4716,1219,14041,5796,5481,2283,3433,44285,5533,89792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,808,27,1824,172,284,69,230,3701,159,7406,유,77759.0,26300.0,924.0,0,70724,344,0,0,71068,56383,2807,3262,1054,9832,3847,3845,1836,2384,23423,4093
성동구립용답도서관,공공(일반),성동구,2007-01-01,서울특별시 성동구 용답중앙3길 10 (용답동),성동구립용답도서관,37.56670257,127.0513055,02-2204-6470,https://www.sdlib.or.kr/YD/main.do,09:00 ~ 20:00,"월요일, 법정공휴일",2817,4073,1149,11538,5917,5260,3066,3358,30477,6392,74047,0,0,0,0,0,0,0,0,0,0,0,2470,125,565,0,933.22,135,60.0,11,18,348,953,19697,-1.0,112665,623,174,4558,5355,0,0,1438,1438,368,508,228,1335,2845,624,207,1567,10055,2083,19820,34,39,22,134,178,95,76,44,804,111,1537,1135,2772,679,6733,4911,2600,1256,2523,25200,3782,51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,808,27,1824,172,284,69,230,3701,159,7406,유,35970.0,35456.0,1046.0,0,70724,344,0,0,71068,74047,2817,4073,1149,11538,5917,5260,3066,3358,30477,6392
성동구립청계도서관,공공(일반),성동구,2014-01-01,서울특별시 성동구 마장로 141 (상왕십리동),성동구립청계도서관,37.56395923,127.0358722,02-2204-7580,https://www.sdlib.or.kr/CG/main.do,09:00 ~ 20:00,"매주 월요일, 법정공휴일",2292,2675,890,9067,4773,3732,1882,2360,24986,4590,57247,0,0,0,0,0,0,0,0,0,0,0,2705,194,565,0,709.84,229,110.0,2,23,1516,1077,10482,-1.0,201058,1053,176,5607,6836,0,0,1438,1438,1125,556,487,2994,3330,915,350,1871,14938,2304,28870,48,40,26,124,107,43,34,35,563,114,1134,3258,3416,1587,13730,11462,4490,1776,5490,47296,7568,100073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,808,28,1825,172,284,69,230,3701,160,7381,유,65155.0,32735.0,1431.0,0,70424,344,0,0,70768,57247,2292,2675,890,9067,4773,3732,1882,2360,24986,4590
성북길빛도서관,공공(일반),성북구,2019-01-01,서울특별시 성북구 숭인로8길 52 (길음동),성북길빛도서관,37.60995927,127.0264414,02-6949-0031,https://www.sblib.seoul.kr/gblib/index.do,09:00 ~ 18:00,매주 월요일,1035,1727,367,4572,2526,2385,1666,449,17883,2394,35004,47,9,11,84,202,66,52,638,2232,231,3572,2485,206,458,0,935.91,192,79.0,4,9,1092,225,3651,-1.0,286421,1053,669,7767,9489,0,0,54984,54984,369,335,136,1484,1980,774,483,1127,14650,1820,23158,161,190,47,539,601,256,174,125,3577,486,6156,1599,3921,590,10653,6423,5349,2554,2696,50599,6915,91299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,29454.0,18325.0,1212.0,0,9991,1644,0,0,11635,38576,1082,1736,378,4656,2728,2451,1718,1087,20115,2625
성북정보도서관,공공(일반),성북구,2002-01-01,서울특별시 성북구 화랑로18자길 13 (상월곡동),성북정보도서관,37.60497334,127.0505857,02-962-1081,https://www.sblib.seoul.kr/sblib,09:00~22:00,"매월 첫째, 셋째 월요일",5739,10200,4125,25070,9615,13216,6664,3426,62713,12523,153291,180,104,86,1413,365,556,146,1974,8206,320,13350,6576,382,458,0,1756.0,450,98.0,5,38,459,1755,93334,-1.0,182811,490,376,8551,9417,0,0,54984,54984,197,136,207,473,1097,266,140,376,3358,624,6874,93,97,35,307,341,208,115,80,1201,243,2720,1945,4277,1619,10737,4030,4346,2788,2481,29794,4373,66390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,15166.0,54959.0,2744.0,0,9991,1644,0,0,11635,166641,5919,10304,4211,26483,9980,13772,6810,5400,70919,12843
성현동작은도서관,공공(일반),관악구,2006-01-01,서울특별시 관악구 관악로37길 56 (봉천동),동아APT 상가 B동 5층,37.48731057,126.956182,02-877-7183,https://lib.gwanak.go.kr,"자료실:09:00~19:00(평일), 09:00~17:00(주말), 열람실:09:00~19:00(평일), 09:00~17:00(주말)","매주 월요일, 법정공휴일",2128,2245,964,6513,3225,2646,1264,2192,19148,3975,44300,61,212,108,659,335,218,260,108,6967,221,9149,2460,79,1020,0,245.0,50,15.0,6,5,84,47,769,-1.0,37980,532,289,7585,8406,0,0,2813,2813,75,70,62,249,375,111,56,209,3659,157,5023,37,53,5,141,154,45,21,61,917,77,1511,891,1847,387,5093,1382,1496,711,845,15245,1344,29241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,2834,152,3907,433,863,245,776,11339,1975,23042,유,2727.0,29930.0,1743.0,1711,13649,1271,0,8,16639,53449,2189,2457,1072,7172,3560,2864,1524,2300,26115,4196
소나무언덕2호도서관,공공(일반),송파구,2009-01-01,서울 송파구 석촌호수로 155,2층 소나무언덕2호도서관,37.5072682,127.0942189,02-424-0083,http://www.splib.or.kr/sp2lib/,평일 9:00~22:00 / 주말 9:00~18:00,"매주 월요일, 법정공휴일",1267,1239,185,3074,1713,1276,599,304,14405,1712,25774,55,2,1,22,1,1,3,523,1435,1,2044,1968,253,127618,0,292.66,68,20.0,0,2,337,814,25230,-1.0,154772,1209,728,8024,9961,136,68,477,681,454,193,28,804,889,363,110,688,10040,796,14365,152,188,8,471,382,171,63,74,3294,280,5083,1810,2728,427,7136,2946,2513,1035,1832,41706,3541,65674,38,95,2,338,36,65,17,26,537,33,1187,19,48,1,169,18,33,9,13,268,17,595,134,333,8,1182,125,229,60,92,1878,116,4157,유,1736.0,16008.0,1279.0,0,144406,567,0,503,145476,27818,1322,1241,186,3096,1714,1277,602,827,15840,1713
소나무언덕3호도서관,공공(일반),송파구,2009-01-01,서울특별시 송파구 성내천로 319 (마천동),마천청소년센터 4층 소나무언덕3호도서관,37.49233228,127.1566451,02-443-0130,http://www.splib.or.kr//sp3lib,9:00~22:00,뭘요일 및 국가공휴일,658,889,253,3356,2536,1166,944,611,15519,2233,28165,54,19,5,89,38,87,38,346,1627,88,2391,1537,60,127618,0,301.0,70,17.0,0,2,156,709,4902,-1.0,42303,3209,1296,14425,18930,190,95,664,949,168,151,238,339,955,274,97,482,4230,628,7562,46,68,52,262,331,100,26,100,1382,262,2629,511,1047,532,2334,2293,1138,377,1065,13310,2062,24669,48,119,3,421,44,82,21,33,669,41,1481,24,59,1,210,22,41,11,16,334,21,739,167,415,9,1473,156,285,74,114,2341,144,5178,유,7629.0,18645.0,470.0,0,144406,567,0,503,145476,30556,712,908,258,3445,2574,1253,982,957,17146,2321
소나무언덕잠실본동도서관,공공(일반),송파구,2015-01-01,서울특별시 송파구 탄천동로 205 (잠실동),"1~2층, 소나무언덕잠실본동도서관",37.50309253,127.0788491,02-412-0750,http://www.splib.or.kr/spmlib,09:00~18:00,"매주 월요일, 공휴일",884,904,158,3072,2060,1178,1231,470,15064,2357,27378,0,0,0,60,64,2,4,594,1590,3,2317,1649,85,127618,0,426.7,105,49.0,1,3,172,367,5205,-1.0,71758,3007,1307,17871,22185,111,56,390,557,135,103,50,403,621,211,95,403,4909,648,7578,48,89,15,250,227,86,31,69,1562,218,2595,826,1540,243,3562,2347,1548,873,1419,22224,2962,37544,25,63,1,224,24,43,11,17,356,22,786,13,32,1,112,12,22,6,9,178,11,396,89,221,5,783,83,152,39,61,1245,76,2754,유,6941.0,16358.0,746.0,0,144406,567,0,503,145476,29695,884,904,158,3132,2124,1180,1235,1064,16654,2360
손기정문화도서관,공공(일반),중구,2021-01-01,서울특별시 중구 손기정로 101-3(만리동2가),손기정문화도서관,37.55592073,126.9645377,02-2230-2950,http://www.junggulib.or.kr,09:00~22:00,매주 월요일,943,2051,611,5228,1318,3550,1504,580,9779,1780,27344,0,0,0,0,0,0,0,0,0,0,0,3368,8,1687,0,653.9,140,0.0,0,2,70,146,5386,-1.0,131520,182,175,6340,6697,0,0,297,297,34,37,10,167,25,117,30,39,394,83,936,35,63,15,141,69,84,34,27,703,90,1261,1280,3418,421,8868,1247,4684,1835,840,17900,3024,43517,0,0,0,22,0,0,0,0,73,2,97,0,4,0,8,4,0,0,0,13,3,32,27,225,20,564,69,84,33,42,945,88,2097,무,0.0,0.0,0.0,0,172763,0,0,0,172763,27344,943,2051,611,5228,1318,3550,1504,580,9779,1780
손기정어린이도서관,공공(어린이),중구,2020-01-01,서울특별시 중구 손기정로 101-1 (만리동2가),손기정어린이도서관,37.5551209,126.9625541,02-2230-2945,https://www.junggulib.or.kr/index.do,09:00~22:00,매주 월요일,415,515,137,2336,2534,825,324,355,16256,1497,25194,67,7,5,286,166,54,53,808,3057,80,4583,3654,1,1687,0,437.13,70,70.0,2,2,1078,26,2104,368.0,67422,778,100,3156,4034,0,0,297,297,332,235,227,1559,2737,697,287,1944,19075,1740,28833,38,10,13,87,196,62,31,69,1189,223,1918,864,738,660,5749,8272,2224,995,3886,48950,4363,76701,0,0,0,22,0,0,0,0,73,2,97,0,4,0,8,4,0,0,0,13,3,32,27,225,20,564,69,84,33,42,945,88,2097,유,-1.0,-1.0,-1.0,0,172763,0,0,0,172763,29777,482,522,142,2622,2700,879,377,1163,19313,1577
솔샘문화정보도서관,공공(일반),강북구,2005-01-01,서울특별시 강북구 솔샘로 177 (미아동),솔샘문화정보도서관,37.62047765,127.0124025,02-944-3150,https://www.gblib.or.kr/solsem/,07:00~22:00,1 / 3주 월요일,1742,2131,712,6897,3161,3489,1401,1501,23657,3771,48462,0,0,0,13,0,2,3,867,152,1,1038,1271,167,479,0,633.16,214,32.0,4,9,228,477,4929,-1.0,66344,506,436,4931,5873,24,16,40,80,125,113,42,490,748,318,73,320,4116,872,7217,82,106,20,265,249,150,65,71,1404,348,2760,1317,2092,589,5357,2040,2170,784,1113,20809,3846,40117,21,102,6,274,8,28,8,28,432,35,942,14,68,4,183,6,19,6,19,288,23,630,35,170,11,457,14,46,14,47,720,58,1572,유,1279.0,25029.0,573.0,0,5605,396,0,1,6002,49500,1742,2131,712,6910,3161,3491,1404,2368,23809,3772
송중문화정보도서관,공공(일반),강북구,2010-01-01,서울특별시 강북구 도봉로20나길 6 (미아동),송중문화정보도서관,37.61831312,127.0299376,02-944-3160,http://www.gblib.or.kr/songjung/,07:00~22:00,"1,3주 월",721,1382,477,4467,2135,1762,822,674,10082,2037,24559,1,1,0,3,0,0,1,1185,139,1,1331,457,93,354,0,287.3,111,10.0,2,8,38,72,1159,-1.0,19572,302,177,2630,3109,24,16,40,80,42,29,3,163,369,75,72,260,1091,203,2307,14,20,1,58,90,31,23,49,346,110,742,251,613,328,2312,1064,763,392,761,5111,1032,12627,21,102,6,274,8,28,8,28,432,35,942,14,68,4,183,6,19,6,19,288,23,630,35,170,11,457,14,46,14,47,720,58,1572,무,1121.0,12759.0,278.0,0,14227,1439,0,1,15667,25890,722,1383,477,4470,2135,1762,823,1859,10221,2038
송파글마루도서관,공공(일반),송파구,2013-01-01,서울특별시 송파구 충민로 120 (장지동),송파글마루도서관,37.4808353,127.1304785,02-449-8855,https://www.splib.or.kr/spjlib/index.do,어린이실 : 09:00 ~ 18:00 / 일반자료실 : 09:00 ~ 22:00,매주 월요일,2896,5503,2431,15577,6628,7881,6318,3104,36153,8257,94748,2,1,3,34,9,8,1,8025,691,11,8785,6162,436,127618,0,2994.47,389,175.0,14,18,4649,4841,78778,-1.0,465864,2505,1548,16640,20693,558,281,2111,2950,751,669,868,4110,7892,1864,1956,6276,25592,4898,54876,272,472,218,1187,1473,753,1830,1038,6300,1233,14776,4219,7636,2898,23293,16612,10496,11796,14962,85438,14188,191538,112,286,5,1039,102,197,47,77,1657,97,3619,57,146,3,520,54,99,24,39,828,49,1819,398,1019,22,3640,375,694,170,271,5797,344,12730,유,79762.0,40276.0,2989.0,0,144406,567,1415,503,146891,103533,2898,5504,2434,15611,6637,7889,6319,11129,36844,8268
송파어린이도서관,공공(어린이),송파구,2009-01-01,서울특별시 송파구 올림픽로 105 (잠실동),송파어린이도서관,37.51210257,127.0823945,02-418-0357,http://www.splib.or.kr/spclib,오전 9시 ~ 오후 6시,"매주 월요일, 법정공휴일",2532,1459,363,8227,6934,2661,2031,710,39562,6038,70517,108,16,34,409,567,105,277,1605,9179,380,12680,5099,78,127618,0,825.37,250,250.0,0,5,3648,9863,37921,0.0,253862,2721,984,9987,13692,147,74,515,736,1700,712,392,4935,8005,2198,734,3129,38473,4497,64775,430,219,29,813,1334,469,141,360,8266,1063,13124,4577,2846,915,15182,20028,6792,2413,8322,101616,12805,175496,32,79,2,279,30,54,14,22,444,27,983,16,39,1,140,15,27,7,11,222,14,492,111,275,6,977,103,190,49,76,1554,95,3436,유,-1.0,-1.0,-1.0,0,144406,567,0,503,145476,83197,2640,1475,397,8636,7501,2766,2308,2315,48741,6418
송파어린이영어도서관,공공(어린이),송파구,2015-01-01,서울특별시 송파구 오금로1 (신천동),신천빗물펌프장 4~5층,37.5223926,127.102983,02-415-3567,http://www.splib.or.kr,오전 9시 ~ 오후 6시,"매주 월요일, 법정공휴일",87,2,44,11,142,18,12,77,832,318,1543,1034,33,91,1780,1747,298,388,2235,23467,1109,32182,3677,17,127618,0,613.0,80,80.0,0,2,1318,1843,6493,0.0,70910,1591,340,4048,5979,143,82,452,677,1132,22,406,1961,2383,263,305,1798,41377,1594,51241,140,4,47,63,213,33,18,104,5143,381,6146,2278,71,880,4260,4770,541,616,3912,84271,3593,105192,29,67,1,228,28,47,15,21,360,26,822,15,34,1,114,14,24,8,11,180,13,414,103,235,5,797,97,166,53,75,1259,90,2880,유,-1.0,-1.0,-1.0,0,144406,567,0,503,145476,33725,1121,35,135,1791,1889,316,400,2312,24299,1427
송파위례도서관,공공(일반),송파구,2017-01-01,서울특별시 송파구 위례광장로 210 (장지동),"위례동복합청사 4, 5층",37.48116507,127.1439372,02-402-3003,http://www.splib.or.kr/spwlib,(평일) 09:00~22:00 (주말) 09:00~20:00,매주 월요일,1946,2475,520,6728,3663,3088,1729,705,29628,3635,54117,34,59,17,488,188,18,33,29,3892,164,4922,3473,67,127653,0,697.0,140,60.0,2,6,2086,1084,10858,-1.0,247804,1948,1165,11781,14894,139,69,486,694,1111,666,528,2352,4279,1161,344,480,26589,1971,39481,355,380,101,1103,1122,406,161,98,7606,751,12083,3503,4567,1515,12214,10847,5611,1920,1672,77915,6991,126755,30,75,2,266,28,52,13,21,423,26,936,15,37,1,133,14,26,7,10,211,13,467,106,262,6,931,98,181,47,72,1480,91,3274,유,61946.0,27034.0,1443.0,0,144441,567,0,503,145511,59039,1980,2534,537,7216,3851,3106,1762,734,33520,3799
수유문화정보도서관,공공(일반),강북구,2010-01-01,서울특별시 강북구 삼양로 299 (수유동),수유문화정보도서관,37.6300516,127.0175594,02-944-3170,https://www.gblib.or.kr/suyu/,평일 09:00 ~ 18:00 주말 09:00 ~ 17:00,"매월 첫째, 셋째 월요일",1514,2143,937,6546,3652,2423,1653,1726,15457,3339,39390,1,0,5,17,1,2,2,758,206,26,1018,1226,165,479,0,618.23,234,19.0,6,6,118,218,3199,-1.0,52011,428,269,4055,4752,24,16,40,80,88,95,347,251,608,127,33,411,2115,419,4494,26,36,33,112,151,47,21,59,984,145,1614,676,1513,1024,3558,1839,1331,576,1511,12931,2199,27158,21,102,6,274,8,28,8,28,432,35,942,14,68,4,183,6,19,6,19,288,23,630,35,170,11,457,14,46,14,47,720,58,1572,유,520.0,21386.0,507.0,0,5605,930,0,1,6536,40408,1515,2143,942,6563,3653,2425,1655,2484,15663,3365
신당누리도서관,공공(일반),중구,2021-01-01,서울특별시 중구 다산로33길 3 (신당동),신당누리도서관,37.56201888,127.014445,02-2230-2960,https://www.junggulib.or.kr/index.do,월~금 9:00~22:00 토 9:00~18:00,"매주 일, 공휴일",495,907,235,2564,948,1928,675,431,8283,953,17419,0,0,0,0,0,0,0,0,0,0,0,2042,3,1687,0,282.0,64,0.0,1,8,76,28,1629,-1.0,76843,705,177,12778,13660,0,0,297,297,13,43,5,90,68,73,32,43,472,40,879,10,17,1,36,21,17,8,10,91,19,230,420,1335,198,2750,602,1456,537,482,6730,967,15477,0,0,0,22,0,0,0,0,72,2,96,0,4,0,8,4,0,0,0,12,3,31,28,225,20,564,68,84,33,42,945,88,2097,유,2084.0,6415.0,696.0,0,172763,0,0,0,172763,17419,495,907,235,2564,948,1928,675,431,8283,953
신대방누리도서관,공공(일반),동작구,2023-01-01,서울특별시 동작구 신대방1다길 19 (신대방동),신대방누리도서관,37.48606517,126.9058854,02-849-8588,https://lib.dongjak.go.kr/dj/index.do,평일 09:00 ~ 21:00 주말 09:00 ~ 17:00,매주 월요일,846,1129,300,3762,2061,1347,736,583,12410,1779,24953,52,5,2,59,166,19,4,1050,1937,98,3392,2221,4115,2826,0,500.16,105,72.0,2,3,246,101,2798,-1.0,80181,1104,389,6443,7936,754,265,4399,5418,305,401,199,952,916,622,241,1355,6993,726,12710,114,155,81,313,206,191,113,232,1307,225,2937,1113,2359,413,5736,2521,2759,787,3153,25595,3169,47605,26,34,17,82,78,53,21,116,599,62,1088,10,13,7,27,18,16,10,20,112,19,252,95,202,35,491,216,236,67,270,2195,271,4078,유,11189.0,15720.0,2131.0,0,24930,7690,0,0,32620,28345,898,1134,302,3821,2227,1366,740,1633,14347,1877
신월음악도서관,공공(일반),양천구,2006-01-01,서울특별시 양천구 오목로5길 34 (신월동),신월4동 주민센터 3~5층 신월음악도서관,37.5246975,126.8400821,02-2691-5919,https://lib.yangcheon.or.kr/libsin/,09:00~22:00,매주 월요일,1818,2389,964,7050,3773,3828,5620,1871,20441,3662,51416,0,0,0,0,0,0,0,0,0,0,0,4016,35,2362,0,840.95,143,24.0,2,10,620,799,8683,-1.0,169270,1775,604,7623,10002,7,6,146,159,242,293,199,1355,1529,690,503,496,9196,1180,15683,60,139,30,344,198,131,134,64,1344,211,2655,1011,2550,777,6737,3160,2900,3159,1567,26020,3189,51070,12,19,11,51,3,12,1,15,101,37,262,10,16,10,43,2,10,1,13,87,31,223,245,387,235,1052,51,249,28,308,2107,768,5430,유,16914.0,21993.0,1973.0,0,145631,4910,0,0,150541,51416,1818,2389,964,7050,3773,3828,5620,1871,20441,3662
쌍문채움도서관,공공(일반),도봉구,2019-01-01,서울특별시 도봉구 우이천로 340 (쌍문동),쌍문채움도서관,37.6441856,127.0294746,02-998-0910,http://www.unilib.dobong.kr/main.do,"평일 09:00~20:00, 주말 09:00~17:00","매주 월요일, 법정공휴일",839,1383,370,4179,1652,1889,1689,459,11185,2422,26067,0,0,0,21,2,7,348,26,435,4,843,2510,0,3519,0,517.96,149,52.0,2,5,237,122,1944,-1.0,86135,1330,409,16215,17954,147,221,5519,5887,73,103,52,330,304,192,54,99,2714,550,4471,15,41,6,123,69,48,28,13,479,29,851,879,2327,580,5345,1900,2260,1012,774,23064,3682,41823,35,139,39,294,45,63,16,53,585,67,1336,52,208,59,441,68,94,24,80,878,100,2004,1302,5196,1478,11020,1690,2348,609,1991,21941,2498,50073,유,23418.0,12188.0,876.0,0,21937,1420,3224500,0,3247857,26910,839,1383,370,4200,1654,1896,2037,485,11620,2426
아름꿈 도서관,공공(일반),종로구,2014-01-01,서울특별시 종로구 종로58가길 19 (숭인동),아름꿈 도서관,37.57261854,127.0169671,02-2237-6644,http://lib.jongno.go.kr,월~토요일 10~19시,"일요일, 1월1일, 설연휴, 추석연휴",989,1413,423,4849,2282,2042,2079,601,12378,2673,29729,4,0,3,70,125,4,1,1099,196,10,1512,446,0,2800,0,330.0,100,70.0,0,7,508,100,3033,-1.0,14073,453,32,5562,6047,0,0,812,812,13,15,11,39,66,28,15,42,169,55,453,1,7,0,5,2,1,1,0,15,0,32,178,367,115,762,594,374,165,283,2298,426,5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981,0,0,0,0,0,0,0,0,0,3981,유,447.0,16282.0,164.0,0,18026,0,0,7,18033,31241,993,1413,426,4919,2407,2046,2080,1700,12574,2683
아리랑도서관,공공(일반),성북구,2004-01-01,서울특별시 성북구 아리랑로 82 (돈암동),아리랑도서관,37.60005917,127.0139264,02-3291-4990,https://www.sblib.seoul.kr/arlib/,09:00~22:00,"매월 2,4번째 월요일",4207,6214,2369,18266,3519,9765,8196,2610,33884,6039,95069,1,19,1,30,9,9,6,14,322,17,428,4271,35,458,0,106.0,155,0.0,7,20,251,1817,97883,-1.0,150254,209,581,9734,10524,0,0,54984,54984,255,160,198,786,1140,452,249,487,7639,823,12189,118,141,55,395,385,253,165,115,3155,562,5344,1541,3239,669,8009,4095,3856,2073,1735,35050,4778,65045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,무,486.0,0.0,0.0,0,9991,1644,0,0,11635,95497,4208,6233,2370,18296,3528,9774,8202,2624,34206,6056
